"SiteID","Year","Visit","Detectable","ObserverID","alyobs","bomvar","bufbuf","epical","hylarb","ichalp","lishel","lisvul","pel_sp","pelrid","rantem","tricri"
55,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1999,1,1,27,0,0,0,0,0,1,0,0,1,0,1,0
67,1999,1,1,27,0,0,1,0,0,1,0,0,0,0,1,0
68,1999,1,1,27,0,0,0,0,0,1,0,0,0,0,1,0
69,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1999,1,1,27,0,0,1,0,0,1,0,0,0,0,0,0
71,1999,1,1,27,0,0,1,0,0,1,0,0,0,0,1,0
72,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1999,1,1,27,0,1,1,0,0,0,0,0,0,0,0,0
74,1999,1,1,27,0,1,1,1,0,1,0,0,0,0,0,0
75,1999,1,1,27,0,1,0,0,0,1,0,0,0,0,0,0
76,1999,1,1,27,0,0,1,0,0,0,0,0,0,0,0,0
77,1999,1,1,27,0,1,1,0,0,1,0,0,0,0,0,0
78,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1999,1,1,25,0,0,0,0,0,0,0,0,1,0,0,0
93,1999,1,1,25,0,0,0,0,0,0,0,0,0,0,1,0
94,1999,1,1,25,0,0,1,0,0,0,0,0,1,0,0,0
95,1999,1,1,13,0,0,0,0,0,0,0,0,1,0,0,0
96,1999,1,1,13,1,0,0,0,0,0,0,0,0,0,0,0
97,1999,1,1,13,1,0,0,0,0,0,0,0,0,0,0,0
98,1999,1,1,13,0,0,0,0,0,0,1,0,1,0,0,0
99,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1999,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0
109,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1999,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
115,1999,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
116,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1999,1,1,16,0,1,0,1,1,0,0,0,1,0,1,0
118,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1999,1,1,16,1,1,1,1,0,1,0,1,0,0,1,0
127,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1999,1,1,30,1,0,1,1,0,0,1,0,0,0,1,0
153,1999,1,1,30,0,0,1,0,0,1,1,0,0,0,1,0
154,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1999,1,1,30,1,0,1,0,0,1,1,0,0,0,1,0
163,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1999,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0
177,1999,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0
178,1999,1,1,27,0,0,1,0,0,1,0,0,0,0,0,0
179,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1999,1,1,10,0,1,0,0,0,1,1,0,1,0,0,0
183,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1999,1,1,27,0,1,0,0,0,0,0,0,0,0,0,0
207,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,1999,1,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
